"시점","시도별","품목별",데이터
"2021. 07","전국","전구",92.55
"2021. 07","전국","부엌용세제",98.31
"2021. 07","전국","청소용세제",112.34
"2021. 07","전국","살충제",114.56
"2021. 07","전국","가정용비닐용품",129.28
"2021. 07","전국","키친타월",109.66
"2021. 07","전국","방향제",110.70
"2021. 07","전국","습기제거제",101.26
"2021. 07","전국","종이기저귀",101.66
"2021. 07","전국","생리대",100.80
"2021. 07","전국","안경",97.46
"2021. 07","전국","콘택트렌즈",91.70
"2021. 07","전국","의료측정기",102.22
"2021. 07","전국","보청기",101.36
"2021. 07","전국","치료재료",99.03
"2021. 07","전국","자동차타이어",94.17
"2021. 07","전국","컴퓨터소모품",111.18
"2021. 07","전국","저장장치",72.16
"2021. 07","전국","장난감",106.00
"2021. 07","전국","레저용품",106.12
"2021. 07","전국","운동용품",94.18
"2021. 07","전국","원예용품",104.50
"2021. 07","전국","애완동물용품",105.20
"2021. 07","전국","공책",107.00
"2021. 07","전국","스케치북",100.77
"2021. 07","전국","복사용지",105.69
"2021. 07","전국","기타문구",119.53
"2021. 07","전국","필기구",102.19
"2021. 07","전국","회화용구",110.35
"2021. 07","전국","칫솔",104.72
"2021. 07","전국","치약",98.23
"2021. 07","전국","비누",90.51
"2021. 07","전국","화장지",96.73
"2021. 07","전국","구강세정제",91.79
"2021. 07","전국","가방",108.31
"2021. 07","전국","핸드백",108.80
"2021. 07","전국","우산",98.49
"2021. 07","전국","유모차",100.54
"2021. 07","전국","지갑",104.94
"2021. 07","전국","전기 · 수도 · 가스",79.90
"2021. 07","전국","전기 · 수도 · 가스",79.90
"2021. 07","전국","상수도료",106.74
"2021. 07","전국","전기료",75.00
"2021. 07","전국","도시가스",77.47
"2021. 07","전국","지역난방비",79.75
"2021. 07","전국","집세",105.73
"2021. 07","전국","집세",105.73
"2021. 07","전국","전세",110.31
"2021. 07","전국","월세",100.72
"2021. 07","전국","공공서비스",100.02
"2021. 07","전국","공공서비스",100.02
"2021. 07","전국","하수도료",159.15
"2021. 07","전국","쓰레기봉투료",115.71
"2021. 07","전국","정화조청소료",112.30
"2021. 07","전국","외래진료비",114.60
"2021. 07","전국","한방진료비",111.77
"2021. 07","전국","약국조제료",121.04
"2021. 07","전국","치과진료비",107.81
"2021. 07","전국","입원진료비",105.13
"2021. 07","전국","도로통행료",99.64
"2021. 07","전국","열차료",97.15
"2021. 07","전국","도시철도료",107.93
"2021. 07","전국","시내버스료",112.32
"2021. 07","전국","시외버스료",113.23
"2021. 07","전국","고속버스료",107.96
"2021. 07","전국","택시료",116.96
"2021. 07","전국","국제항공료",120.30
"2021. 07","전국","우편료",121.67
"2021. 07","전국","유선전화료",100.33
"2021. 07","전국","휴대전화료",92.93
"2021. 07","전국","인터넷이용료",100.08
"2021. 07","전국","방송수신료",98.09
"2021. 07","전국","유치원납입금",93.30
"2021. 07","전국","고등학교납입금",0.01
"2021. 07","전국","전문대학납입금",100.28
"2021. 07","전국","국공립대학교납입금",98.34
"2021. 07","전국","사립대학교납입금",97.63
"2021. 07","전국","국공립대학원납입금",101.99
"2021. 07","전국","사립대학원납입금",102.69
"2021. 07","전국","보육시설이용료",95.90
"2021. 07","전국","요양시설이용료",126.70
"2021. 07","전국","부동산중개수수료",98.68
"2021. 07","전국","행정수수료",100.00
"2021. 07","전국","개인서비스",114.40
"2021. 07","전국","외식",113.78
"2021. 07","전국","김치찌개백반",115.51
"2021. 07","전국","된장찌개백반",115.06
"2021. 07","전국","비빔밥",115.34
"2021. 07","전국","설렁탕",118.11
"2021. 07","전국","갈비탕",128.88
"2021. 07","전국","삼계탕",111.77
"2021. 07","전국","해물찜",108.57
"2021. 07","전국","해장국",113.88
"2021. 07","전국","불고기",116.55
"2021. 07","전국","쇠고기(외식)",119.95
"2021. 07","전국","돼지갈비(외식)",113.82
"2021. 07","전국","삼겹살(외식)",114.29
"2021. 07","전국","오리고기(외식)",108.49
"2021. 07","전국","냉면",117.05
"2021. 07","전국","칼국수",116.40
"2021. 07","전국","죽(외식)",123.96
"2021. 07","전국","생선초밥",112.33
"2021. 07","전국","생선회(외식)",116.64
"2021. 07","전국","자장면",120.55
"2021. 07","전국","짬뽕",123.40
"2021. 07","전국","탕수육",114.16
"2021. 07","전국","볶음밥",121.04
"2021. 07","전국","돈가스",112.77
"2021. 07","전국","스테이크",114.94
"2021. 07","전국","스파게티",108.98
"2021. 07","전국","라면(외식)",122.99
"2021. 07","전국","김밥",136.00
"2021. 07","전국","떡볶이",122.93
"2021. 07","전국","치킨",113.56
"2021. 07","전국","햄버거",111.87
"2021. 07","전국","피자",100.22
"2021. 07","전국","커피(외식)",104.31
"2021. 07","전국","국산차(외식)",101.30
"2021. 07","전국","소주(외식)",123.49
"2021. 07","전국","맥주(외식)",111.46
"2021. 07","전국","막걸리(외식)",112.94
"2021. 07","전국","학교급식비",0.01
"2021. 07","전국","구내식당식사비",120.06
"2021. 07","전국","도시락",109.70
"2021. 07","전국","외식제외",114.82
"2021. 07","전국","의복수선료",111.36
"2021. 07","전국","세탁료",111.10
"2021. 07","전국","의복대여료",113.05
"2021. 07","전국","설비수리비",131.24
"2021. 07","전국","공동주택관리비",132.63
"2021. 07","전국","가전제품수리비",135.70
"2021. 07","전국","가전제품렌탈비",103.51
"2021. 07","전국","가사도우미료",125.49
"2021. 07","전국","간병도우미료",128.83
"2021. 07","전국","건강기기렌탈비",104.19
"2021. 07","전국","건강검진비",104.98
"2021. 07","전국","치과보철료",97.55
"2021. 07","전국","병원검사료",70.26
"2021. 07","전국","자동차수리비",108.25
"2021. 07","전국","엔진오일교체료",119.58
"2021. 07","전국","세차료",135.67
"2021. 07","전국","자동차학원비",167.23
"2021. 07","전국","주차료",105.07
"2021. 07","전국","승용차임차료",90.36
"2021. 07","전국","대리운전이용료",119.57
"2021. 07","전국","자동차검사료",109.05
"2021. 07","전국","국내항공료",111.69
"2021. 07","전국","여객선료",108.53
"2021. 07","전국","이삿짐운송료",120.83
"2021. 07","전국","택배이용료",108.25
"2021. 07","전국","휴대전화기수리비",109.03
"2021. 07","전국","컴퓨터수리비",114.40
"2021. 07","전국","애완동물관리비",101.55
"2021. 07","전국","수영장이용료",110.77
"2021. 07","전국","스키장이용료",106.78
"2021. 07","전국","볼링장이용료",111.02
"2021. 07","전국","헬스클럽이용료",103.95
"2021. 07","전국","골프연습장이용료",98.55
"2021. 07","전국","골프장이용료",115.86
"2021. 07","전국","당구장이용료",105.27
"2021. 07","전국","노래방이용료",107.24
"2021. 07","전국","PC방이용료",106.68
"2021. 07","전국","놀이시설이용료",115.94
"2021. 07","전국","레포츠이용료",106.71
"2021. 07","전국","운동경기관람료",114.05
"2021. 07","전국","영화관람료",140.21
"2021. 07","전국","공연예술관람료",104.76
"2021. 07","전국","전시관입장료",113.73
"2021. 07","전국","독서실비",103.24
"2021. 07","전국","문화강습료",110.36
"2021. 07","전국","온라인콘텐츠이용료",106.31
"2021. 07","전국","사진서비스료",114.08
"2021. 07","전국","국내단체여행비",108.92
"2021. 07","전국","해외단체여행비",97.24
"2021. 07","전국","초등학생학원비",108.99
"2021. 07","전국","중학생학원비",110.87
"2021. 07","전국","고등학생학원비",112.62
"2021. 07","전국","음악학원비",118.64
"2021. 07","전국","미술학원비",115.54
"2021. 07","전국","운동학원비",120.16
"2021. 07","전국","전산학원비",108.57
"2021. 07","전국","가정학습지",104.73
"2021. 07","전국","이러닝이용료",98.28
"2021. 07","전국","학교보충교육비",106.16
"2021. 07","전국","취업학원비",112.87
"2021. 07","전국","외국어학원비",111.70
"2021. 07","전국","운동강습료",107.58
"2021. 07","전국","호텔숙박료",104.75
"2021. 07","전국","여관숙박료",97.41
"2021. 07","전국","콘도이용료",126.04
"2021. 07","전국","학교기숙사비",110.78
"2021. 07","전국","휴양시설이용료",125.60
"2021. 07","전국","목욕료",115.47
"2021. 07","전국","찜질방이용료",113.03
"2021. 07","전국","이용료",108.04
"2021. 07","전국","미용료",111.26
"2021. 07","전국","뷰티미용료",110.40
"2021. 07","전국","산후조리원이용료",110.48
"2021. 07","전국","보험서비스료",181.24
"2021. 07","전국","자동차보험료",111.33
"2021. 07","전국","금융수수료",100.00
"2021. 07","전국","대입전형료",86.14
"2021. 07","전국","시험응시료",114.56
"2021. 07","전국","장례비",108.21
"2021. 08","전국","총지수",108.29
"2021. 08","전국","농축수산물",130.69
"2021. 08","전국","(농산물)곡물",128.71
"2021. 08","전국","쌀",130.86
"2021. 08","전국","현미",123.89
"2021. 08","전국","찹쌀",121.82
"2021. 08","전국","보리쌀",96.22
"2021. 08","전국","콩",152.33
"2021. 08","전국","땅콩",118.86
"2021. 08","전국","혼식곡",106.71
"2021. 08","전국","(농산물)채소",128.92
"2021. 08","전국","배추",157.43
"2021. 08","전국","상추",193.92
"2021. 08","전국","시금치",316.93
"2021. 08","전국","양배추",165.93
"2021. 08","전국","미나리",132.74
"2021. 08","전국","깻잎",134.36
"2021. 08","전국","부추",122.81
"2021. 08","전국","무",158.12
"2021. 08","전국","열무",176.12
"2021. 08","전국","당근",116.69
"2021. 08","전국","감자",96.01
"2021. 08","전국","고구마",148.78
"2021. 08","전국","도라지",116.40
"2021. 08","전국","콩나물",115.14
"2021. 08","전국","버섯",92.84
"2021. 08","전국","오이",111.86
"2021. 08","전국","풋고추",110.19
"2021. 08","전국","호박",98.01
"2021. 08","전국","가지",102.08
"2021. 08","전국","토마토",111.35
"2021. 08","전국","파",94.95
"2021. 08","전국","양파",94.60
"2021. 08","전국","마늘",137.84
"2021. 08","전국","브로콜리",155.91
"2021. 08","전국","고사리",112.41
"2021. 08","전국","파프리카",97.40
"2021. 08","전국","생강",105.12
"2021. 08","전국","(농산물)과실",135.92
"2021. 08","전국","사과",137.33
"2021. 08","전국","배",158.40
"2021. 08","전국","복숭아",124.96
"2021. 08","전국","포도",169.77
"2021. 08","전국","밤",129.63
"2021. 08","전국","감",163.17
"2021. 08","전국","귤",137.94
"2021. 08","전국","오렌지",99.43
"2021. 08","전국","참외",114.14
"2021. 08","전국","수박",167.21
"2021. 08","전국","딸기",82.97
"2021. 08","전국","바나나",111.06
"2021. 08","전국","키위",102.46
"2021. 08","전국","블루베리",103.71
"2021. 08","전국","아몬드",86.50
"2021. 08","전국","(농산물)기타농산물",139.04
"2021. 08","전국","고춧가루",161.16
"2021. 08","전국","참깨",109.68
"2021. 08","전국","인삼",93.86
"2021. 08","전국","생화",122.47
"2021. 08","전국","축산물",133.17
"2021. 08","전국","국산쇠고기",140.36
"2021. 08","전국","수입쇠고기",121.01
"2021. 08","전국","돼지고기",130.09
"2021. 08","전국","닭고기",106.54
"2021. 08","전국","달걀",155.28
"2021. 08","전국","꿀",121.62
"2021. 08","전국","수산물",119.61
"2021. 08","전국","갈치",98.27
"2021. 08","전국","명태",115.06
"2021. 08","전국","조기",93.43
"2021. 08","전국","고등어",110.93
"2021. 08","전국","오징어",193.39
"2021. 08","전국","게",144.60
"2021. 08","전국","굴",110.54
"2021. 08","전국","조개",127.35
"2021. 08","전국","전복",71.57
"2021. 08","전국","마른멸치",107.50
"2021. 08","전국","마른오징어",211.72
"2021. 08","전국","낙지",130.27
"2021. 08","전국","김",143.25
"2021. 08","전국","미역",111.97
"2021. 08","전국","공업제품",105.04
"2021. 08","전국","가공식품",108.55
"2021. 08","전국","밀가루",100.60
"2021. 08","전국","국수",106.11
"2021. 08","전국","라면",105.41
"2021. 08","전국","당면",108.77
"2021. 08","전국","두부",108.98
"2021. 08","전국","시리얼",93.97
"2021. 08","전국","부침가루",107.80
"2021. 08","전국","케이크",122.23
"2021. 08","전국","빵",127.62
"2021. 08","전국","떡",120.96
"2021. 08","전국","파스타면",113.34
"2021. 08","전국","소시지",101.79
"2021. 08","전국","햄및베이컨",102.39
"2021. 08","전국","오징어채",137.35
"2021. 08","전국","북어채",115.57
"2021. 08","전국","어묵",121.28
"2021. 08","전국","맛살",108.84
"2021. 08","전국","생선통조림",118.78
"2021. 08","전국","젓갈",136.51
"2021. 08","전국","우유",105.27
"2021. 08","전국","분유",88.43
"2021. 08","전국","치즈",101.07
"2021. 08","전국","발효유",108.14
"2021. 08","전국","참기름",125.85
"2021. 08","전국","식용유",96.07
"2021. 08","전국","과일가공품",110.09
"2021. 08","전국","단무지",101.80
"2021. 08","전국","맛김",110.20
"2021. 08","전국","초콜릿",106.07
"2021. 08","전국","사탕",98.06
"2021. 08","전국","껌",93.30
"2021. 08","전국","아이스크림",97.14
"2021. 08","전국","비스킷",110.41
"2021. 08","전국","스낵과자",110.79
"2021. 08","전국","파이",88.05
"2021. 08","전국","설탕",102.48
"2021. 08","전국","잼",120.71
"2021. 08","전국","물엿",109.31
"2021. 08","전국","소금",118.55
"2021. 08","전국","간장",110.49
"2021. 08","전국","된장",100.11
"2021. 08","전국","양념소스",103.13
"2021. 08","전국","고추장",94.46
"2021. 08","전국","카레",106.76
"2021. 08","전국","식초",131.93
"2021. 08","전국","드레싱",117.56
"2021. 08","전국","혼합조미료",122.56
"2021. 08","전국","스프",125.28
"2021. 08","전국","이유식",101.04
"2021. 08","전국","김치",120.24
"2021. 08","전국","밑반찬",115.82
"2021. 08","전국","냉동식품",101.86
"2021. 08","전국","즉석식품",114.54
"2021. 08","전국","삼각김밥",115.87
"2021. 08","전국","커피",94.57
"2021. 08","전국","차",94.45
"2021. 08","전국","주스",97.32
"2021. 08","전국","두유",121.10
"2021. 08","전국","생수",110.54
"2021. 08","전국","기능성음료",103.88
"2021. 08","전국","탄산음료",113.26
"2021. 08","전국","혼합음료",113.56
"2021. 08","전국","소주",121.52
"2021. 08","전국","과실주",96.24
"2021. 08","전국","맥주",109.55
"2021. 08","전국","막걸리",126.26
"2021. 08","전국","양주",103.66
"2021. 08","전국","약주",110.18
"2021. 08","전국","홍삼",100.00
"2021. 08","전국","건강기능식품",91.76
"2021. 08","전국","내구재",101.87
"2021. 08","전국","장롱",124.42
"2021. 08","전국","침대",138.11
"2021. 08","전국","거실장",123.37
"2021. 08","전국","소파",125.58
"2021. 08","전국","책상",135.60
"2021. 08","전국","의자",97.02
"2021. 08","전국","식탁",126.90
"2021. 08","전국","싱크대",131.90
"2021. 08","전국","전기밥솥",89.13
"2021. 08","전국","가스레인지",97.89
"2021. 08","전국","전자레인지",100.79
"2021. 08","전국","전기레인지",111.68
"2021. 08","전국","냉장고",95.33
"2021. 08","전국","김치냉장고",89.32
"2021. 08","전국","에어컨",110.94
"2021. 08","전국","선풍기",90.48
"2021. 08","전국","공기청정기",102.96
"2021. 08","전국","세탁기",96.94
"2021. 08","전국","청소기",99.75
"2021. 08","전국","믹서",85.40
"2021. 08","전국","보온매트",107.14
"2021. 08","전국","비데",75.52
"2021. 08","전국","보일러",111.86
"2021. 08","전국","소형승용차",101.93
"2021. 08","전국","중형승용차",97.14
"2021. 08","전국","대형승용차",104.17
"2021. 08","전국","경승용차",105.73
"2021. 08","전국","다목적승용차",99.40
"2021. 08","전국","수입승용차",102.14
"2021. 08","전국","자전거",113.88
"2021. 08","전국","자동차용품",91.02
"2021. 08","전국","휴대전화기",96.37
"2021. 08","전국","TV",62.21
"2021. 08","전국","영상음향기기",92.14
"2021. 08","전국","사진기",101.13
"2021. 08","전국","컴퓨터",95.98
"2021. 08","전국","휴대용멀티미디어기기",113.01
"2021. 08","전국","프린터",117.04
"2021. 08","전국","피아노",104.42
"2021. 08","전국","현악기",110.43
"2021. 08","전국","헬스기구",96.18
"2021. 08","전국","면도기",98.15
"2021. 08","전국","헤어드라이어",75.88
"2021. 08","전국","손목시계",108.93
"2021. 08","전국","장신구",117.33
"2021. 08","전국","섬유제품",104.14
"2021. 08","전국","남자외의",104.54
"2021. 08","전국","남자상의",102.63
"2021. 08","전국","남자학생복",10.58
"2021. 08","전국","남자하의",103.14
"2021. 08","전국","남자내의",102.08
"2021. 08","전국","여자외의",110.21
"2021. 08","전국","원피스",103.17
"2021. 08","전국","여자상의",100.08
"2021. 08","전국","여자학생복",10.74
"2021. 08","전국","여자하의",110.00
"2021. 08","전국","여자내의",105.86
"2021. 08","전국","점퍼",107.77
"2021. 08","전국","티셔츠",106.99
"2021. 08","전국","스웨터",110.19
"2021. 08","전국","청바지",104.46
"2021. 08","전국","운동복",103.64
"2021. 08","전국","등산복",101.96
"2021. 08","전국","아동복",102.89
"2021. 08","전국","유아복",94.74
"2021. 08","전국","양말",99.53
"2021. 08","전국","모자",109.77
"2021. 08","전국","넥타이",100.44
"2021. 08","전국","장갑",103.96
"2021. 08","전국","침구",110.59
"2021. 08","전국","커튼",96.24
"2021. 08","전국","출판물",103.19
"2021. 08","전국","유아용학습교재",105.21
"2021. 08","전국","초등학교학습서",114.96
"2021. 08","전국","중학교학습서",106.47
"2021. 08","전국","고등학교학습서",111.21
"2021. 08","전국","교과서",0.01
"2021. 08","전국","대학교재",106.24
"2021. 08","전국","서적",103.06
"2021. 08","전국","신문",111.11
"2021. 08","전국","석유류",110.07
"2021. 08","전국","취사용LPG",119.03
"2021. 08","전국","등유",98.46
"2021. 08","전국","부탄가스",102.73
"2021. 08","전국","휘발유",108.98
"2021. 08","전국","경유",110.66
"2021. 08","전국","자동차용LPG",118.04
"2021. 08","전국","의약품",103.88
"2021. 08","전국","감기약",111.60
"2021. 08","전국","진통제",133.30
"2021. 08","전국","소화제",120.36
"2021. 08","전국","정장제",120.67
"2021. 08","전국","위장약",115.17
"2021. 08","전국","진해거담제",134.53
"2021. 08","전국","소염진통제",112.94
"2021. 08","전국","피부질환제",113.19
"2021. 08","전국","치과구강용약",115.96
"2021. 08","전국","조제약",93.92
"2021. 08","전국","한방약",120.50
"2021. 08","전국","비타민제",101.70
"2021. 08","전국","병원약품",92.86
"2021. 08","전국","화장품",98.17
"2021. 08","전국","샴푸",79.11
"2021. 08","전국","바디워시",67.05
"2021. 08","전국","기초화장품",101.05
"2021. 08","전국","기능성화장품",102.29
"2021. 08","전국","색조화장품",106.22
"2021. 08","전국","모발염색약",87.00
"2021. 08","전국","기타",103.81
"2021. 08","전국","담배",100.00
"2021. 08","전국","아동화",106.44
"2021. 08","전국","구두",121.83
"2021. 08","전국","운동화",103.25
"2021. 08","전국","실내화",103.07
"2021. 08","전국","주택수선재료",113.93
"2021. 08","전국","연탄",148.95
"2021. 08","전국","식기",119.43
"2021. 08","전국","컵",90.14
"2021. 08","전국","솥",108.54
"2021. 08","전국","프라이팬",97.18
"2021. 08","전국","냄비",108.40
"2021. 08","전국","수저",102.87
"2021. 08","전국","밀폐용기",105.65
"2021. 08","전국","부엌용용구",111.42
"2021. 08","전국","건전지",114.85
"2021. 08","전국","디지털도어록",94.68
"2021. 08","전국","세탁세제",88.44
"2021. 08","전국","섬유유연제",80.96
"2021. 08","전국","전구",92.00
"2021. 08","전국","부엌용세제",97.54
"2021. 08","전국","청소용세제",112.46
"2021. 08","전국","살충제",116.16
"2021. 08","전국","가정용비닐용품",130.36
"2021. 08","전국","키친타월",110.44
"2021. 08","전국","방향제",113.47
"2021. 08","전국","습기제거제",102.41
"2021. 08","전국","종이기저귀",97.44
"2021. 08","전국","생리대",100.93
"2021. 08","전국","안경",97.42
"2021. 08","전국","콘택트렌즈",91.87
"2021. 08","전국","의료측정기",102.57
"2021. 08","전국","보청기",101.36
"2021. 08","전국","치료재료",99.03
"2021. 08","전국","자동차타이어",94.15
"2021. 08","전국","컴퓨터소모품",111.18
"2021. 08","전국","저장장치",68.14
"2021. 08","전국","장난감",105.48
"2021. 08","전국","레저용품",106.17
"2021. 08","전국","운동용품",95.04
"2021. 08","전국","원예용품",104.94
"2021. 08","전국","애완동물용품",105.29
"2021. 08","전국","공책",106.92
"2021. 08","전국","스케치북",100.97
"2021. 08","전국","복사용지",106.34
"2021. 08","전국","기타문구",119.55
"2021. 08","전국","필기구",101.90
"2021. 08","전국","회화용구",110.56
"2021. 08","전국","칫솔",96.04
"2021. 08","전국","치약",104.94
"2021. 08","전국","비누",90.07
"2021. 08","전국","화장지",99.64
"2021. 08","전국","구강세정제",96.61
"2021. 08","전국","가방",108.31
"2021. 08","전국","핸드백",108.80
"2021. 08","전국","우산",98.54
"2021. 08","전국","유모차",100.51
"2021. 08","전국","지갑",108.80
"2021. 08","전국","전기 · 수도 · 가스",79.90
"2021. 08","전국","전기 · 수도 · 가스",79.90
"2021. 08","전국","상수도료",106.74
"2021. 08","전국","전기료",75.00
"2021. 08","전국","도시가스",77.47
"2021. 08","전국","지역난방비",79.75
"2021. 08","전국","집세",105.92
"2021. 08","전국","집세",105.92
"2021. 08","전국","전세",110.59
"2021. 08","전국","월세",100.81
"2021. 08","전국","공공서비스",100.05
"2021. 08","전국","공공서비스",100.05
"2021. 08","전국","하수도료",159.15
"2021. 08","전국","쓰레기봉투료",115.71
"2021. 08","전국","정화조청소료",112.30
"2021. 08","전국","외래진료비",114.60
"2021. 08","전국","한방진료비",111.77
"2021. 08","전국","약국조제료",121.04
"2021. 08","전국","치과진료비",107.81
"2021. 08","전국","입원진료비",105.13
"2021. 08","전국","도로통행료",99.64
"2021. 08","전국","열차료",97.15
"2021. 08","전국","도시철도료",107.93
"2021. 08","전국","시내버스료",112.32
"2021. 08","전국","시외버스료",113.23
"2021. 08","전국","고속버스료",107.96
"2021. 08","전국","택시료",116.96
"2021. 08","전국","국제항공료",121.75
"2021. 08","전국","우편료",121.67
"2021. 08","전국","유선전화료",100.33
"2021. 08","전국","휴대전화료",92.94
"2021. 08","전국","인터넷이용료",100.08
"2021. 08","전국","방송수신료",97.86
"2021. 08","전국","유치원납입금",93.30
"2021. 08","전국","고등학교납입금",0.01
"2021. 08","전국","전문대학납입금",100.28
"2021. 08","전국","국공립대학교납입금",98.34
"2021. 08","전국","사립대학교납입금",97.63
"2021. 08","전국","국공립대학원납입금",101.99
"2021. 08","전국","사립대학원납입금",102.69
"2021. 08","전국","보육시설이용료",95.90
"2021. 08","전국","요양시설이용료",126.70
"2021. 08","전국","부동산중개수수료",98.68
"2021. 08","전국","행정수수료",100.00
"2021. 08","전국","개인서비스",114.96
"2021. 08","전국","외식",114.15
"2021. 08","전국","김치찌개백반",115.96
"2021. 08","전국","된장찌개백반",115.41
"2021. 08","전국","비빔밥",115.47
"2021. 08","전국","설렁탕",118.42
"2021. 08","전국","갈비탕",129.49
"2021. 08","전국","삼계탕",112.17
"2021. 08","전국","해물찜",108.68
"2021. 08","전국","해장국",113.88
"2021. 08","전국","불고기",116.67
"2021. 08","전국","쇠고기(외식)",120.45
"2021. 08","전국","돼지갈비(외식)",114.32
"2021. 08","전국","삼겹살(외식)",114.81
"2021. 08","전국","오리고기(외식)",108.56
"2021. 08","전국","냉면",117.41
"2021. 08","전국","칼국수",116.51
"2021. 08","전국","죽(외식)",123.96
"2021. 08","전국","생선초밥",113.09
"2021. 08","전국","생선회(외식)",118.71
"2021. 08","전국","자장면",120.63
"2021. 08","전국","짬뽕",123.50
"2021. 08","전국","탕수육",114.17
"2021. 08","전국","볶음밥",121.23
"2021. 08","전국","돈가스",113.75
"2021. 08","전국","스테이크",115.07
"2021. 08","전국","스파게티",109.12
"2021. 08","전국","라면(외식)",123.20
"2021. 08","전국","김밥",136.00
"2021. 08","전국","떡볶이",122.93
"2021. 08","전국","치킨",113.76
"2021. 08","전국","햄버거",111.87
"2021. 08","전국","피자",100.22
"2021. 08","전국","커피(외식)",104.31
"2021. 08","전국","국산차(외식)",101.30
"2021. 08","전국","소주(외식)",123.49
"2021. 08","전국","맥주(외식)",111.50
"2021. 08","전국","막걸리(외식)",113.44
"2021. 08","전국","학교급식비",0.01
"2021. 08","전국","구내식당식사비",120.25
"2021. 08","전국","도시락",110.63
"2021. 08","전국","외식제외",115.50
"2021. 08","전국","의복수선료",111.53
"2021. 08","전국","세탁료",111.13
"2021. 08","전국","의복대여료",113.09
"2021. 08","전국","설비수리비",131.80
"2021. 08","전국","공동주택관리비",133.50
"2021. 08","전국","가전제품수리비",135.70
"2021. 08","전국","가전제품렌탈비",103.51
"2021. 08","전국","가사도우미료",125.82
"2021. 08","전국","간병도우미료",129.75
"2021. 08","전국","건강기기렌탈비",104.19
"2021. 08","전국","건강검진비",105.03
"2021. 08","전국","치과보철료",97.70
"2021. 08","전국","병원검사료",70.28
"2021. 08","전국","자동차수리비",108.25
"2021. 08","전국","엔진오일교체료",119.74
"2021. 08","전국","세차료",135.81
"2021. 08","전국","자동차학원비",167.02
"2021. 08","전국","주차료",105.07
"2021. 08","전국","승용차임차료",92.15
"2021. 08","전국","대리운전이용료",120.76
"2021. 08","전국","자동차검사료",109.05
"2021. 08","전국","국내항공료",123.71
"2021. 08","전국","여객선료",109.25
"2021. 08","전국","이삿짐운송료",121.34
"2021. 08","전국","택배이용료",108.45
"2021. 08","전국","휴대전화기수리비",109.03
"2021. 08","전국","컴퓨터수리비",114.40
"2021. 08","전국","애완동물관리비",101.86
"2021. 08","전국","수영장이용료",110.76
"2021. 08","전국","스키장이용료",106.78
"2021. 08","전국","볼링장이용료",111.02
"2021. 08","전국","헬스클럽이용료",103.96
"2021. 08","전국","골프연습장이용료",98.57
"2021. 08","전국","골프장이용료",115.80
"2021. 08","전국","당구장이용료",105.49
"2021. 08","전국","노래방이용료",107.55
"2021. 08","전국","PC방이용료",105.98
"2021. 08","전국","놀이시설이용료",116.18
"2021. 08","전국","레포츠이용료",106.71
"2021. 08","전국","운동경기관람료",114.05
"2021. 08","전국","영화관람료",140.21
"2021. 08","전국","공연예술관람료",105.38
"2021. 08","전국","전시관입장료",113.73
"2021. 08","전국","독서실비",103.21
"2021. 08","전국","문화강습료",110.45
"2021. 08","전국","온라인콘텐츠이용료",106.31
"2021. 08","전국","사진서비스료",114.03
"2021. 08","전국","국내단체여행비",115.95
"2021. 08","전국","해외단체여행비",100.71
"2021. 08","전국","초등학생학원비",109.09
"2021. 08","전국","중학생학원비",110.87
"2021. 08","전국","고등학생학원비",112.69
"2021. 08","전국","음악학원비",118.85
"2021. 08","전국","미술학원비",115.56
"2021. 08","전국","운동학원비",120.40
"2021. 08","전국","전산학원비",108.60
"2021. 08","전국","가정학습지",104.73
"2021. 08","전국","이러닝이용료",98.28
"2021. 08","전국","학교보충교육비",106.34
"2021. 08","전국","취업학원비",113.36
"2021. 08","전국","외국어학원비",111.68
"2021. 08","전국","운동강습료",107.47
"2021. 08","전국","호텔숙박료",110.03
"2021. 08","전국","여관숙박료",97.38
"2021. 08","전국","콘도이용료",154.38
"2021. 08","전국","학교기숙사비",110.78
"2021. 08","전국","휴양시설이용료",125.60
"2021. 08","전국","목욕료",115.71
"2021. 08","전국","찜질방이용료",113.03
"2021. 08","전국","이용료",108.11
"2021. 08","전국","미용료",111.29
"2021. 08","전국","뷰티미용료",110.52
"2021. 08","전국","산후조리원이용료",110.59
"2021. 08","전국","보험서비스료",181.24
"2021. 08","전국","자동차보험료",111.33
"2021. 08","전국","금융수수료",100.00
"2021. 08","전국","대입전형료",86.14
"2021. 08","전국","시험응시료",114.56
"2021. 08","전국","장례비",108.26
"2021. 09","전국","총지수",108.83
"2021. 09","전국","농축수산물",135.12
"2021. 09","전국","(농산물)곡물",127.85
"2021. 09","전국","쌀",129.16
"2021. 09","전국","현미",123.62
"2021. 09","전국","찹쌀",124.56
"2021. 09","전국","보리쌀",96.53
"2021. 09","전국","콩",152.97
"2021. 09","전국","땅콩",119.50
"2021. 09","전국","혼식곡",107.01
"2021. 09","전국","(농산물)채소",147.09
"2021. 09","전국","배추",189.75
"2021. 09","전국","상추",265.09
"2021. 09","전국","시금치",283.48
"2021. 09","전국","양배추",154.39
"2021. 09","전국","미나리",183.60
"2021. 09","전국","깻잎",194.92
"2021. 09","전국","부추",128.41
"2021. 09","전국","무",151.76
"2021. 09","전국","열무",206.38
"2021. 09","전국","당근",129.39
"2021. 09","전국","감자",103.66
